Track,Date,Race Number,Breed of Race,Distance,About Distance Indicator,Surface,Off Turf Indicator,Course Type,Race Type,Abbreviated Race Conditions,Race Name,Sex Restriction,Age Restriction,Statebred Restriction,Purse,Maximum Claiming Price,Minimum Claiming Price,Grade,Division,Number of Starters,Track Condition,Weather,Post Time,Temp Rail Distance,Chute Start Indicator,Track Sealed Indicator,Race F1 Time,Race F2 Time,Race F3 Time,Race F4 Time,Race F5 Time,Race Winning Time,WPS Combined Pool,Run Up Distance,Downhill Turf Indicator,Number of turns in race,Number of turns in race (decimal),Field 39,Field 40,Field 41,Field 42,Field 43,Field 44,Field 45,Field 46,Field 47,Field 48,Field 49,Field 50,Horse Name,Horse Age,Horse Sex,Medication,Equipment,Weight Carried,Claiming Price,Earnings,Program Number,Coupled Type,Morning Line Odds,Final Tote Odds,Favorite Indicator,Non-Betting Indicator,Win Mutuel Paid,Place Mutuel Paid,Show Mutuel Paid,Post Position,Position at Start Call,Position at Call 1,Position at Call 2,Position at Call 3,Position at Call 4,Position at Call 5,Position at Finish,Official Finish Position,Call 1 Lengths Behind,Call 2 Lengths Behind,Call 3 Lengths Behind,Call 4 Lengths Behind,Stretch Call Lengths Behind,Finish Lengths Behind,Comment Line,Trainer First Name,Trainer Middle Name,Trainer Last Name,Jockey First Name,Jockey Middle Name,Jockey Last Name,Apprentice Wgt Allowance,Owner Full Name,Claimed Indicator,Claiming Trainer First Name,Claiming Trainer Middle Name,Claiming Trainer Last Name,Claiming Owner Full Name,Scratch Indicator,Reason for Scratch,Last Race Track,Last Race Date,Last Race Race Number,Last Race Finish Position,Long Comment Line,Sire,Dam,DamSire,Foaling Date,Foaling Area,Horse Weight,Number of Claims Submitted,Void Indicator,Void Reason,Breeder,Color,Jockey ID,Trainer ID,Field 117,Field 118,Field 119,Field 120,Field 121,Field 122,Field 123,Field 124,Field 125,Field 126,Field 127,Field 128,Field 129,Field 130,#1 Wager Type,#1 Wager Unit,#1 Number Right,#1 Wager Payout,#1 Winning Pgm Numbers,#1 Total Pool,#2 Wager Type,#2 Wager Unit,#2 Number Right,#2 Wager Payout,#2 Winning Pgm Numbers,#2 Total Pool,#3 Wager Type,#3 Wager Unit,#3 Number Right,#3 Wager Payout,#3 Winning Pgm Numbers,#3 Total Pool,#4 Wager Type,#4 Wager Unit,#4 Number Right,#4 Wager Payout,#4 Winning Pgm Numbers,#4 Total Pool,#5 Wager Type,#5 Wager Unit,#5 Number Right,#5 Wager Payout,#5 Winning Pgm Numbers,#5 Total Pool,#6 Wager Type,#6 Wager Unit,#6 Number Right,#6 Wager Payout,#6 Winning Pgm Numbers,#6 Total Pool,#7 Wager Type,#7 Wager Unit,#7 Number Right,#7 Wager Payout,#7 Winning Pgm Numbers,#7 Total Pool,#8 Wager Type,#8 Wager Unit,#8 Number Right,#8 Wager Payout,#8 Winning Pgm Numbers,#8 Total Pool,#9 Wager Type,#9 Wager Unit,#9 Number Right,#9 Wager Payout,#9 Winning Pgm Numbers,#9 Total Pool,#10 Wager Type,#10 Wager Unit,#10 Number Right,#10 Wager Payout,#10 Winning Pgm Numbers,#10 Total Pool,#11 Wager Type,#11 Wager Unit,#11 Number Right,#11 Wager Payout,#11 Winning Pgm Numbers,#11 Total Pool,#12 Wager Type,#12 Wager Unit,#12 Number Right,#12 Wager Payout,#12 Winning Pgm Numbers,#12 Total Pool,#13 Wager Type,#13 Wager Unit,#13 Number Right,#13 Wager Payout,#13 Winning Pgm Numbers,#13 Total Pool,#14 Wager Type,#14 Wager Unit,#14 Number Right,#14 Wager Payout,#14 Winning Pgm Numbers,#14 Total Pool,#15 Wager Type,#15 Wager Unit,#15 Number Right,#15 Wager Payout,#15 Winning Pgm Numbers,#15 Total Pool,#16 Wager Type,#16 Wager Unit,#16 Number Right,#16 Wager Payout,#16 Winning Pgm Numbers,#16 Total Pool,#17 Wager Type,#17 Wager Unit,#17 Number Right,#17 Wager Payout,#17 Winning Pgm Numbers,#17 Total Pool,#18 Wager Type,#18 Wager Unit,#18 Number Right,#18 Wager Payout,#18 Winning Pgm Numbers,#18 Total Pool,#19 Wager Type,#19 Wager Unit,#19 Number Right,#19 Wager Payout,#19 Winning Pgm Numbers,#19 Total Pool
AQU,03/22/2026,2,Thoroughbred,8.00,,Dirt,,Main Course,Maiden Special Weight,,,,3 year olds & up,Y,75000,,,,,5,Fast,Clear,1:45,,,,23.180,46.750,71.810,84.800,,98.200,268324,40,,1,1,,,,,,,,,,,,,Classic Commander,3,C,L,,120,,4500,1,,6,6.32,,,,,,1,5,4,3,4,,4,4,4,2.10,1.50,5.00,,7.50,7.55,"chased ins, weakened",Ilkay,,Kantarmaci,Manuel,,Franco,,Five C's Stable,,,,,,,,AQU,02/14/2026,10,8,"coaxed st, chased ins, coaxed 3/8, 2-3w upper, weakened",Classic Empire,Giulia Ammannati,Noble Mission (GB),03/08/2023,NY,,,,,Andy Beadnell,DK B/,150157,960213,,,,,,,,,,,,,,,Daily Double,1.00,,1.68,5-3,58634.00,Exacta,1.00,,10.10,3-4,84650.00,Quinella,1.00,,9.62,3-4,5322.00,Superfecta,.10,,3.42,3-4-6-1,27651.00,Trifecta,.50,,12.44,3-4-6,45627.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,2,Thoroughbred,8.00,,Dirt,,Main Course,Maiden Special Weight,,,,3 year olds & up,Y,75000,,,,,5,Fast,Clear,1:45,,,,23.180,46.750,71.810,84.800,,98.200,268324,40,,1,1,,,,,,,,,,,,,Baby Meanie,3,C,L,Blinkers,120,,3000,5,,30,37.62,,,,,,4,4,5,5,5,,5,5,5,3.60,4.50,9.50,,11.00,13.80,"chased 2-3w, tired",James,W.,Ferraro,Favinho,,Villa Pino,,Nicholas Gentile,,,,,,,,AQU,02/14/2026,10,7,"brk out, coaxed st, chased 2-3w, coaxed 1/2, 6w upper, tired",Solomini,Keepnherinthedark,Kitten's Joy,04/22/2023,NY,,,,,Jane McMahon & Nicholas Gentile,CH,159436,547,,,,,,,,,,,,,,,Daily Double,1.00,,1.68,5-3,58634.00,Exacta,1.00,,10.10,3-4,84650.00,Quinella,1.00,,9.62,3-4,5322.00,Superfecta,.10,,3.42,3-4-6-1,27651.00,Trifecta,.50,,12.44,3-4-6,45627.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,3,Thoroughbred,6.50,,Dirt,,Main Course,Claiming,NW3     L,,,3 year olds & up,,28500,12500,12500,,,6,Fast,Clear,2:15,,,,22.920,45.780,71.360,,,78.080,137360,55,,1,1,,,,,,,,,,,,,Tarpaulin,4,H,L,Blinkers,126,12500,15675,6,,2.5,1.36,Y,,4.72,2.86,2.12,6,4,5,5,,,4,1,1,4.10,6.50,,,3.50,,"4p trn,lugged in,rally",Linda,,Rice,Jose,,Lezcano,,Linda Rice,,,,,,,,AQU,01/18/2026,7,6,"settled outside,urged 4p turn,lugged in lane,guided out,gaind,up",Leofric,Tashmoo,Cairo Prince,04/13/2022,NY,,,,,Vineyard Racing LLC,DK B/,108912,1553,,,,,,,,,,,,,,,Pick 3,1.00,3,4.31,5-3-6,51109.00,Daily Double,1.00,,6.07,3-6,16784.00,Exacta,1.00,,5.97,6-4,87172.00,Superfecta,.10,,3.63,6-4-1-3,25834.00,Trifecta,.50,,6.79,6-4-1,44069.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,3,Thoroughbred,6.50,,Dirt,,Main Course,Claiming,NW3     L,,,3 year olds & up,,28500,12500,12500,,,6,Fast,Clear,2:15,,,,22.920,45.780,71.360,,,78.080,137360,55,,1,1,,,,,,,,,,,,,Derek's Law,4,G,L,BF,126,12500,5700,4,,1.2,1.95,,,,3.02,2.14,4,1,3,2,,,1,2,2,2.10,2.00,,,,.25,"3p turn,led3/16-1/16",Panagiotis,A.,Synnefias,Jaime,,Rodriguez,,Premier Stable,,,,,,,,AQU,12/31/2025,6,2,"settled,urged 3path turn,chased,lead3/16,led past1/16,caught",Tiz the Law,Autumn Wedding,Runaway Groom,03/24/2022,KY,,,Y,Vet,H & E Ranch,CH,138976,971660,,,,,,,,,,,,,,,Pick 3,1.00,3,4.31,5-3-6,51109.00,Daily Double,1.00,,6.07,3-6,16784.00,Exacta,1.00,,5.97,6-4,87172.00,Superfecta,.10,,3.63,6-4-1-3,25834.00,Trifecta,.50,,6.79,6-4-1,44069.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,3,Thoroughbred,6.50,,Dirt,,Main Course,Claiming,NW3     L,,,3 year olds & up,,28500,12500,12500,,,6,Fast,Clear,2:15,,,,22.920,45.780,71.360,,,78.080,137360,55,,1,1,,,,,,,,,,,,,Panagiotis,4,G,L,BF,126,12500,3420,1,,4,6.27,,,,,2.52,1,5,4,3,,,3,3,3,3.10,4.00,,,1.50,1.50,"2-4p turn,checked late",Dimitrios,K.,Synnefias,Ricardo,,"Santana, Jr.",,Peter Kazamias,,,,,,,,AQU,02/21/2026,1,2,"hustled,settled,urged 2-4path turn,chased,checked late,held3rd",Violence,Colby Cakes,Scat Daddy,04/26/2022,KY,,,,,"Timber Town Stable, LLC & JPE Equine, LLC",B,136048,167101,,,,,,,,,,,,,,,Pick 3,1.00,3,4.31,5-3-6,51109.00,Daily Double,1.00,,6.07,3-6,16784.00,Exacta,1.00,,5.97,6-4,87172.00,Superfecta,.10,,3.63,6-4-1-3,25834.00,Trifecta,.50,,6.79,6-4-1,44069.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,3,Thoroughbred,6.50,,Dirt,,Main Course,Claiming,NW3     L,,,3 year olds & up,,28500,12500,12500,,,6,Fast,Clear,2:15,,,,22.920,45.780,71.360,,,78.080,137360,55,,1,1,,,,,,,,,,,,,Camm' Duke,6,G,L,Blinkers,126,12500,1710,3,,8,6.78,,,,,,3,3,1,1,,,2,4,4,,,,,.50,2.50,"2p-ins trn,headed 3/16",James,T.,Ryerson,Christopher,,Elliott,,"Cammarota Racing, LLC",,,,,,,,AQU,01/23/2026,6,7,"hustled,pace,clear inside 1/2,2p-ins turn,headed3/16,outfinished",Mastery,Hush Now,Flatter,03/29/2020,NY,,,,,"Dutchess Views Farm, Bob Peterson's Stable & C. Robert Valeri",B,174583,1621,,,,,,,,,,,,,,,Pick 3,1.00,3,4.31,5-3-6,51109.00,Daily Double,1.00,,6.07,3-6,16784.00,Exacta,1.00,,5.97,6-4,87172.00,Superfecta,.10,,3.63,6-4-1-3,25834.00,Trifecta,.50,,6.79,6-4-1,44069.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,3,Thoroughbred,6.50,,Dirt,,Main Course,Claiming,NW3     L,,,3 year olds & up,,28500,12500,12500,,,6,Fast,Clear,2:15,,,,22.920,45.780,71.360,,,78.080,137360,55,,1,1,,,,,,,,,,,,,Airborne Elite,6,G,L,,126,12500,1140,2,,6,7.96,,,,,,2,2,2,4,,,5,5,5,.10,4.50,,,7.00,5.25,"ins foe,ins turn,tired",Wayne,,Potts,Sahin,,Civaci,,Craig Benoit,,,,,,,,AQU,03/07/2026,1,2,"hustled,pace inside foe,drop back ins 1/2,inside turn,tired",Army Mule,Serene Sophia,Giant's Causeway,03/24/2020,KY,,,,,Emerald Edge Stud,GR/RO,154446,235759,,,,,,,,,,,,,,,Pick 3,1.00,3,4.31,5-3-6,51109.00,Daily Double,1.00,,6.07,3-6,16784.00,Exacta,1.00,,5.97,6-4,87172.00,Superfecta,.10,,3.63,6-4-1-3,25834.00,Trifecta,.50,,6.79,6-4-1,44069.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,3,Thoroughbred,6.50,,Dirt,,Main Course,Claiming,NW3     L,,,3 year olds & up,,28500,12500,12500,,,6,Fast,Clear,2:15,,,,22.920,45.780,71.360,,,78.080,137360,55,,1,1,,,,,,,,,,,,,Ari's Magic,5,R,L,BF,126,12500,855,5,,12,18.17,,,,,,5,6,6,6,,,6,6,6,9.10,9.00,,,8.50,11.25,"off bit slw,2-4p,5p1/4",Chris,J.,Englehart,Reylu,,Gutierrez,,My Purple Haze Stables,,,,,,,,AQU,02/21/2026,1,4,"turned head,off bit slow,settled,2-4path turn,5p1/4,no threat",Good Magic,Ari the Adventurer,Pioneerof the Nile,03/29/2021,KY,,,,,Stonestreet Thoroughbred Holdings LLC,B,162067,6956,,,,,,,,,,,,,,,Pick 3,1.00,3,4.31,5-3-6,51109.00,Daily Double,1.00,,6.07,3-6,16784.00,Exacta,1.00,,5.97,6-4,87172.00,Superfecta,.10,,3.63,6-4-1-3,25834.00,Trifecta,.50,,6.79,6-4-1,44069.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,4,Thoroughbred,6.00,,Dirt,,Main Course,Maiden Special Weight,,,,3 year olds & up,Y,75000,,,,,6,Fast,Clear,2:47,,,,22.380,46.090,58.740,,,71.760,160408,50,,1,1,,,,,,,,,,,,,Guilty,4,G,L,Blinkers,126,,41250,5,,3.5,3.61,,,9.22,5.46,3.76,5,1,3,3,,,2,1,1,3.00,1.00,,,.10,,"6w upper, edged away",Bruce,N.,Levine,Kendrick,,Carmouche,,"Valente, Roddy J., Bilinski, Darlene and Alfred, Richard",,,,,,,,AQU,12/05/2025,8,5,"chased 5-4w, coaxed 5/16, 6w upper, up ins 1/8, edged away",Twirling Candy,Pharoah Fawcett,American Pharoah,03/01/2022,NY,,,,,"Dr. Jerry Bilinski, Dr. Rick Alfred & RJ Valente",DK B/,82464,1073,,,,,,,,,,,,,,,Pick 3,1.00,3,23.41,3-6-5,12244.00,Daily Double,1.00,,13.70,6-5,19399.00,Exacta,1.00,,23.26,5-3,84208.00,Quinella,1.00,,10.45,3-5,4774.00,Superfecta,.10,,13.36,5-3-4-1,24534.00,Trifecta,.50,,30.29,5-3-4,38115.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,4,Thoroughbred,6.00,,Dirt,,Main Course,Maiden Special Weight,,,,3 year olds & up,Y,75000,,,,,6,Fast,Clear,2:47,,,,22.380,46.090,58.740,,,71.760,160408,50,,1,1,,,,,,,,,,,,,Lord King,3,G,L,Blinkers,120,,15000,3,,3.5,3.68,,,,5.08,3.5,3,3,1,1,,,1,2,2,,,,,,1.75,"stumble st, ran on",Eduardo,E.,Jones,Ruben,,Silvera,,"Colon, Peter and Oh Happy Days Stable",,,,,,,,AQU,02/28/2026,1,4,"stumble st, in hand 2p, coaxed 7/16, 3-4w upper, caught, ran on",King for a Day,Higher Incentive,Freud,05/20/2023,NY,,,,,Mr. Peter J Colon,B,143555,277758,,,,,,,,,,,,,,,Pick 3,1.00,3,23.41,3-6-5,12244.00,Daily Double,1.00,,13.70,6-5,19399.00,Exacta,1.00,,23.26,5-3,84208.00,Quinella,1.00,,10.45,3-5,4774.00,Superfecta,.10,,13.36,5-3-4-1,24534.00,Trifecta,.50,,30.29,5-3-4,38115.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,4,Thoroughbred,6.00,,Dirt,,Main Course,Maiden Special Weight,,,,3 year olds & up,Y,75000,,,,,6,Fast,Clear,2:47,,,,22.380,46.090,58.740,,,71.760,160408,50,,1,1,,,,,,,,,,,,,Speightful Storm,4,G,L,Blinkers,126,,9000,4,,2.5,2.25,Y,,,,2.54,4,4,2,2,,,3,3,3,1.00,.50,,,.60,2.25,"4-3w in aim, kept on",H. James,,Bond,Flavien,,Prat,,Bond Racing Stable and Avanti Stable,,,,,,,,AQU,12/12/2025,2,4,"coaxed st, 4-3w in aim, coaxed near 1/4, 5w upper, kept on",Goldencents,Speightful Lady,Speightstown,02/19/2022,NY,,,,,Avanti Stable & Song Hill Thoroughbreds LLC,B,137099,171,,,,,,,,,,,,,,,Pick 3,1.00,3,23.41,3-6-5,12244.00,Daily Double,1.00,,13.70,6-5,19399.00,Exacta,1.00,,23.26,5-3,84208.00,Quinella,1.00,,10.45,3-5,4774.00,Superfecta,.10,,13.36,5-3-4-1,24534.00,Trifecta,.50,,30.29,5-3-4,38115.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,4,Thoroughbred,6.00,,Dirt,,Main Course,Maiden Special Weight,,,,3 year olds & up,Y,75000,,,,,6,Fast,Clear,2:47,,,,22.380,46.090,58.740,,,71.760,160408,50,,1,1,,,,,,,,,,,,,Alzero,4,G,L,VH,126,,4500,1,,4,3.86,,,,,,1,5,4,4,,,4,4,4,4.50,5.00,,,3.60,4.00,"chased ins, one paced",Kevin,,Bond,Christopher,,Elliott,,Bond Racing Stable and Sleeper Stables,,,,,,,,AQU,02/27/2026,2,3,"coaxed st, chased ins, coaxed 2p 7/16, 2w 1/4p, one paced",Goldencents,Bee Noteworthy,Read the Footnotes,04/25/2022,NY,,,,,Song Hill Thoroughbreds LLC,B,174583,975908,,,,,,,,,,,,,,,Pick 3,1.00,3,23.41,3-6-5,12244.00,Daily Double,1.00,,13.70,6-5,19399.00,Exacta,1.00,,23.26,5-3,84208.00,Quinella,1.00,,10.45,3-5,4774.00,Superfecta,.10,,13.36,5-3-4-1,24534.00,Trifecta,.50,,30.29,5-3-4,38115.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,4,Thoroughbred,6.00,,Dirt,,Main Course,Maiden Special Weight,,,,3 year olds & up,Y,75000,,,,,6,Fast,Clear,2:47,,,,22.380,46.090,58.740,,,71.760,160408,50,,1,1,,,,,,,,,,,,,Poppy's Ticket,4,G,L,BF,126,,3000,2,,3,4.75,,,,,,2,6,5,5,,,5,5,5,7.00,7.00,,,5.10,4.10,"chased 3w, no headway",Chris,J.,Englehart,Manuel,,Franco,,"Englehart, Jesse J. and Englehart, Sheila J.",,,,,,,,AQU,02/12/2026,1,6,"coaxed st, chased 3w, coaxed 3/8, angled 6-7w uppr, no headway",Mission Impazible,My Victoria Rose,Girolamo,03/02/2022,NY,,,,,Richard Nicolai,GR/RO,150157,6956,,,,,,,,,,,,,,,Pick 3,1.00,3,23.41,3-6-5,12244.00,Daily Double,1.00,,13.70,6-5,19399.00,Exacta,1.00,,23.26,5-3,84208.00,Quinella,1.00,,10.45,3-5,4774.00,Superfecta,.10,,13.36,5-3-4-1,24534.00,Trifecta,.50,,30.29,5-3-4,38115.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,4,Thoroughbred,6.00,,Dirt,,Main Course,Maiden Special Weight,,,,3 year olds & up,Y,75000,,,,,6,Fast,Clear,2:47,,,,22.380,46.090,58.740,,,71.760,160408,50,,1,1,,,,,,,,,,,,,Probe,4,G,L,,126,,2250,6,,10,12.63,,,,,,6,2,6,6,,,6,6,6,8.00,10.50,,,11.10,12.10,"stumble st, trailed",Robert,,Ribaudo,Reylu,,Gutierrez,,Marc Keller,,,,,,,,,,,,"stumble st, chased 5w, coaxed 7/16, 5-6w upper, trailed",Lookin At Lucky,Quietude,Tapizar,05/06/2022,NY,,,,,Marc Keller,CH,162067,1552,,,,,,,,,,,,,,,Pick 3,1.00,3,23.41,3-6-5,12244.00,Daily Double,1.00,,13.70,6-5,19399.00,Exacta,1.00,,23.26,5-3,84208.00,Quinella,1.00,,10.45,3-5,4774.00,Superfecta,.10,,13.36,5-3-4-1,24534.00,Trifecta,.50,,30.29,5-3-4,38115.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,5,Thoroughbred,6.00,,Dirt,,Main Course,Claiming,NW3     L,,Fillies & mares,3 year olds & up,,43000,30000,30000,,,6,Fast,Clear,3:17,,,,22.220,45.680,58.280,,,71.710,188014,52,,1,1,,,,,,,,,,,,,In Awe of Juju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,PrivVet - Illness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick 3,1.00,3,82.39,6-5-5,17916.00,Pick 4,.50,4,62.88,2/3-6-5-5,66198.00,Pick 5,.50,5,90.57,2/5-2/3-6-5-5,260734.00,Daily Double,1.00,,25.90,5-5,25379.00,Exacta,1.00,,31.46,5-6,109786.00,Superfecta,.10,,11.80,5-6-7-2,31706.00,Trifecta,.50,,25.07,5-6-7,53656.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,5,Thoroughbred,6.00,,Dirt,,Main Course,Claiming,NW3     L,,Fillies & mares,3 year olds & up,,43000,30000,30000,,,6,Fast,Clear,3:17,,,,22.220,45.680,58.280,,,71.710,188014,52,,1,1,,,,,,,,,,,,,Carolina Smokeshow,4,M,L,Blinkers,126,30000,23650,5,,6,5.98,,,13.96,6.6,3.22,4,4,2,1,,,1,1,1,.50,,,,,,"3p turn,lugged in lane",Jesus,,Romero,Jose,,Lezcano,,Jesus Romero,,,,,,,,AQU,03/01/2026,2,4,"brk in,mvd out5/8,chsd out,bid1/2,3p turn,lead out1/4,lug in,clr",Audible,Sunday Driver,Quality Road,01/15/2022,KY,,,,,St. Simon Place LLC,B,108912,969344,,,,,,,,,,,,,,,Pick 3,1.00,3,82.39,6-5-5,17916.00,Pick 4,.50,4,62.88,2/3-6-5-5,66198.00,Pick 5,.50,5,90.57,2/5-2/3-6-5-5,260734.00,Daily Double,1.00,,25.90,5-5,25379.00,Exacta,1.00,,31.46,5-6,109786.00,Superfecta,.10,,11.80,5-6-7-2,31706.00,Trifecta,.50,,25.07,5-6-7,53656.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,5,Thoroughbred,6.00,,Dirt,,Main Course,Claiming,NW3     L,,Fillies & mares,3 year olds & up,,43000,30000,30000,,,6,Fast,Clear,3:17,,,,22.220,45.680,58.280,,,71.710,188014,52,,1,1,,,,,,,,,,,,,Truthorconsequence,4,M,L,Blinkers,126,30000,8600,6,,4.5,5.48,,,,7.42,3.48,5,1,1,2,,,2,2,2,,.10,,,2.00,2.50,"2p turn,checked 1/8",Harold,,Wyner,Ruben,,Silvera,,Alaricorns,,,,,,,,AQU,03/01/2026,2,2,"angled in,pace,2p turn,headed out1/4,shut-off 1/8,checked,kept on",Tom's d'Etat,Schon,Harlan's Holiday,02/01/2022,KY,,,,,"T & G Farm of Kentucky, LLC",B,143555,235634,,,,,,,,,,,,,,,Pick 3,1.00,3,82.39,6-5-5,17916.00,Pick 4,.50,4,62.88,2/3-6-5-5,66198.00,Pick 5,.50,5,90.57,2/5-2/3-6-5-5,260734.00,Daily Double,1.00,,25.90,5-5,25379.00,Exacta,1.00,,31.46,5-6,109786.00,Superfecta,.10,,11.80,5-6-7-2,31706.00,Trifecta,.50,,25.07,5-6-7,53656.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,5,Thoroughbred,6.00,,Dirt,,Main Course,Claiming,NW3     L,,Fillies & mares,3 year olds & up,,43000,30000,30000,,,6,Fast,Clear,3:17,,,,22.220,45.680,58.280,,,71.710,188014,52,,1,1,,,,,,,,,,,,,Cararra,5,M,L,Blinkers,126,30000,5160,7,,2,0.83,Y,,,,2.14,6,3,6,5,,,5,3,3,8.60,8.60,,,7.50,3.25,"4p turn,5p1/4,improved",Brad,H.,Cox,Flavien,,Prat,,"Goldfarb, Sanford J., Goldfarb, Irwin and Estate of Ira Davis",Y,Charlton,,Baker,Saul J. Kupferberg,,,AQU,02/19/2026,1,4,"dropped back,urged outside,4p turn,5p into lane,improved,up show",Street Sense,Seacrettina,Sea of Secrets,03/31/2021,KY,,3,,,"Seclusive Farm LLC, Chester Prince, Anne Prince & James Murphy",B,137099,241578,,,,,,,,,,,,,,,Pick 3,1.00,3,82.39,6-5-5,17916.00,Pick 4,.50,4,62.88,2/3-6-5-5,66198.00,Pick 5,.50,5,90.57,2/5-2/3-6-5-5,260734.00,Daily Double,1.00,,25.90,5-5,25379.00,Exacta,1.00,,31.46,5-6,109786.00,Superfecta,.10,,11.80,5-6-7-2,31706.00,Trifecta,.50,,25.07,5-6-7,53656.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQU,03/22/2026,5,Thoroughbred,6.00,,Dirt,,Main Course,Claiming,NW3     L,,Fillies & mares,3 year olds & up,,43000,30000,30000,,,6,Fast,Clear,3:17,,,,22.220,45.680,58.280,,,71.710,188014,52,,1,1,,,,,,,,,,,,,Shadyside,4,M,,,126,30000,2580,2,,5,5.45,,,,,,2,6,5,4,,,4,4,4,8.10,6.60,,,5.50,4.00,"3p turn,4p into lane",Carlos,F.,Martin,Kendrick,,Carmouche,,Dennis A. Drazin,,,,,,,,AQU,03/07/2026,6,6,"urged along,well back,3path turn,4p into lane,no threat",Midshipman,Smarty Bull,Smarty Jones,05/09/2022,KY,,,,,Dennis Drazin,CH,82464,1167,,,,,,,,,,,,,,,Pick 3,1.00,3,82.39,6-5-5,17916.00,Pick 4,.50,4,62.88,2/3-6-5-5,66198.00,Pick 5,.50,5,90.57,2/5-2/3-6-5-5,260734.00,Daily Double,1.00,,25.90,5-5,25379.00,Exacta,1.00,,31.46,5-6,109786.00,Superfecta,.10,,11.80,5-6-7-2,31706.00,Trifecta,.50,,25.07,5-6-7,53656.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
